315
2.227516310470919336e+02 1.134976249348867015e+02 0.000000000000000000e+00 4.712388980384690784e-01 1.570796326794896558e+00 0.000000000000000000e+00
2.210632872140099607e+02 1.134976249348867015e+02 -2.737356718215418994e+01 4.743234170377887970e-01 1.680510572091049371e+00 0.000000000000000000e+00
2.160238492862706607e+02 1.134976249348867015e+02 -5.433217898890487163e+01 4.837557858104316599e-01 1.789873264353093463e+00 0.000000000000000000e+00
2.077097100059383479e+02 1.134976249348867015e+02 -8.046717034535743096e+01 5.000937779193546096e-01 1.898498867553756853e+00 0.000000000000000000e+00
1.962469032495359329e+02 1.134976249348867015e+02 -1.053823614230913250e+02 5.243414845589342566e-01 2.005927600242612296e+00 0.000000000000000000e+00
1.818091934829487286e+02 1.134976249348867015e+02 -1.287000633225154616e+02 5.580726150348298553e-01 2.111570967388045617e+00 0.000000000000000000e+00
1.646154416692471614e+02 1.134976249348867015e+02 -1.500668034515910279e+02 6.036247259085215644e-01 2.214631494700658010e+00 0.000000000000000000e+00
1.449262875595814535e+02 1.134976249348867015e+02 -1.691586838100169246e+02 6.643757965779785168e-01 2.313978916545868181e+00 0.000000000000000000e+00
1.230401986602355180e+02 1.134976249348867015e+02 -1.856862909527506247e+02 7.450773314979836082e-01 2.407957280702258007e+00 0.000000000000000000e+00
9.928894576947286055e+01 1.134976249348867015e+02 -1.993990832028233058e+02 8.520735062124439319e-01 2.494096064744530494e+00 0.000000000000000000e+00
7.403257367042336057e+01 1.134976249348867015e+02 -2.100891886077746449e+02 9.928178444283192183e-01 2.568737391337786224e+00 0.000000000000000000e+00
4.765394321918056164e+01 1.134976249348867015e+02 -2.175945560665589937e+02 1.173281128292895437e+00 2.626766275996698319e+00 0.000000000000000000e+00
2.055292756448990588e+01 1.134976249348867015e+02 -2.218014118590515125e+02 1.391650845659188729e+00 2.662049185867370049e+00 0.000000000000000000e+00
-6.859649521577616760e+00 1.134976249348867015e+02 -2.226459843396707186e+02 1.631161602189143078e+00 2.669423776636538737e+00 0.000000000000000000e+00
-3.416824131323976843e+01 1.134976249348867015e+02 -2.201154706505201091e+02 1.863214378849267661e+00 2.647631843292567844e+00 0.000000000000000000e+00
-6.095887739578054010e+01 1.134976249348867015e+02 -2.142482307996637019e+02 2.063676825397767089e+00 2.600202108737596163e+00 0.000000000000000000e+00
-8.682543903505941785e+01 1.134976249348867015e+02 -2.051332061625054166e+02 2.223827164689582858e+00 2.533138887303702624e+00 0.000000000000000000e+00
-1.113758155235459242e+02 1.134976249348867015e+02 -1.929085712212001056e+02 2.346759198758451070e+00 2.452202851243544757e+00 0.000000000000000000e+00
-1.342378481789505145e+02 1.134976249348867015e+02 -1.777596389803512409e+02 2.439718945900423819e+00 2.361770433773410005e+00 0.000000000000000000e+00
-1.550649718904900567e+02 1.134976249348867015e+02 -1.599160518107588302e+02 2.509753138142584383e+00 2.264857655099077771e+00 0.000000000000000000e+00
-1.735414686926985723e+02 1.134976249348867015e+02 -1.396483003051626781e+02 2.562404547969035384e+00 2.163485077179929661e+00 0.000000000000000000e+00
-1.893872537279582673e+02 1.134976249348867015e+02 -1.172636229165794219e+02 2.601696394890518071e+00 2.059016214380950061e+00 0.000000000000000000e+00
-2.023621210474386203e+02 1.134976249348867015e+02 -9.310134853653612197e+01 2.630446853472596658e+00 1.952395827617400270e+00 0.000000000000000000e+00
